ID,mu,E_L,E_H,gap,method,qm9_id,smiles_init,smiles_final
1249,2.19297,1.8732,-5.5116,7.384799999999999,JANUS-DFT-6.8,,CC12CC1CON2,C[C@@]12C[C@@H]1CON2
1250,1.4492,0.3737,-5.5374,5.9111,JANUS-DFT-6.8,,CC=COC=NN,C/C=C/O/C=N/N
1251,4.36113,1.0188,-7.3881,8.4069,JANUS-DFT-6.8,,CC12CC(C#N)CC1C2,C[C@]12C[C@@H](C#N)C[C@H]1C2
1252,0.08772,2.1319,-7.7151,9.847,JANUS-DFT-6.8,95.0,CC1CCC1,CC1CCC1
1253,1.61768,-0.4977,-5.9997,5.502,JANUS-DFT-6.8,,C=C1COC=N1,C=C1COC=N1
1254,1.44772,-0.6425,-6.0338,5.3913,JANUS-DFT-6.8,,C=NC=CCCC,C=N/C=C/CCC
1255,2.27514,-0.5504,-5.6841,5.1337,JANUS-DFT-6.8,,CC1=CN=COC1,CC1=CN=COC1
1256,2.2248,0.0758,-6.5854,6.6612,JANUS-DFT-6.8,,CC1N=CC1(C)C,C[C@H]1N=CC1(C)C
1257,1.67872,1.2508,-5.6759,6.9267,JANUS-DFT-6.8,,CCC(C)=C1OC1C,CC/C(C)=C1/O[C@H]1C
1258,1.50912,0.1607,-5.8916,6.052300000000001,JANUS-DFT-6.8,,CC12CC1NOC=N2,C[C@@]12C[C@@H]1NOC=N2
1259,2.73619,1.5067,-6.1908,7.6975,JANUS-DFT-6.8,,CCCC(CO)ONC,CCC[C@@H](CO)ONC
1260,3.91683,-0.6686,-7.3736,6.705,JANUS-DFT-6.8,,C=NCCC#N,C=NCCC#N
1261,5.36672,-3.1006,-6.6471,3.5465,JANUS-DFT-6.8,,CCCCC#CN=NC=O,CCCCC#C/N=N/C=O
1262,1.49657,2.0715,-7.2006,9.2721,JANUS-DFT-6.8,8.0,CO,CO
1263,0.30719,0.688,-6.7672,7.4552,JANUS-DFT-6.8,,C=CCCCC,C=CCCCC
1264,1.60903,0.3002,-6.6445,6.9447,JANUS-DFT-6.8,,C=CC1COC1,C=CC1COC1
1265,2.18221,0.0079,-6.6536,6.6615,JANUS-DFT-6.8,,C1=NC2CCCC12,C1=N[C@@H]2CCC[C@H]12
1266,2.33951,-0.7504,-6.4061,5.6557,JANUS-DFT-6.8,,C1=CN=CC1,C1=CN=CC1
1267,0.53091,-0.1312,-5.6752,5.5440000000000005,JANUS-DFT-6.8,,C1=C2CC2CC1,C1=C2C[C@@H]2CC1
1268,2.45839,-0.5215,-6.714,6.192500000000001,JANUS-DFT-6.8,1557.0,CCCC(C)C=O,CCC[C@@H](C)C=O
1269,1.16991,0.503,-7.0561,7.5591,JANUS-DFT-6.8,,CCC1=NCO1,CCC1=NCO1
1270,2.60383,0.5019,-6.5914,7.0933,JANUS-DFT-6.8,,OCCOCC12CC1OC=N2,OCCOC[C@@]12C[C@@H]1OC=N2
1271,2.92495,0.4625,-5.1592,5.621700000000001,JANUS-DFT-6.8,,CCCC1=NNNN1C,CCCC1=NNNN1C
1272,2.41296,-2.7695,-5.4795,2.71,JANUS-DFT-6.8,,C1=CCCN=1,C1=CCCN=1
1273,1.51906,-0.2239,-6.6638,6.4399,JANUS-DFT-6.8,,C=NC,C=NC
1274,1.39232,0.4974,-6.5517,7.0491,JANUS-DFT-6.8,2233.0,CC12CC1OC=N2,C[C@]12C[C@H]1OC=N2
1275,0.93275,0.6424,-6.4527,7.0951,JANUS-DFT-6.8,,CCOC1C=CCC1,CCO[C@@H]1C=CCC1
1276,2.88973,1.7548,-5.5991,7.353899999999999,JANUS-DFT-6.8,,OC1C2C(O)C1C1NC12,O[C@@H]1[C@H]2[C@H](O)[C@@H]1[C@H]1N[C@H]12
1277,3.7435,0.2876,-6.5714,6.859,JANUS-DFT-6.8,,O=C1C2CC1C2COC1C=CC1,O=C1[C@H]2C[C@@H]1[C@H]2CO[C@@H]1C=CC1
1278,1.61499,2.2399,-6.6713,8.9112,JANUS-DFT-6.8,,CC12COCC1C2,C[C@]12COC[C@H]1C2
1279,1.29297,0.8873,-5.9437,6.831,JANUS-DFT-6.8,,CCC(C)=CCCO,CC/C(C)=C/CCO
1280,1.07329,0.4834,-5.8512,6.3346,JANUS-DFT-6.8,,COC=NC12CC1C2,CO/C=N/[C@]12C[C@H]1C2
1281,1.4217,-1.0266,-6.7926,5.766,JANUS-DFT-6.8,,CC1CC(OCC=O)COC=N1,C[C@@H]1C[C@H](OCC=O)COC=N1
1282,2.0953,0.0645,-6.7844,6.8489,JANUS-DFT-6.8,,CC1CC=N1,C[C@H]1CC=N1
1283,2.14908,-0.486,-6.2564,5.7704,JANUS-DFT-6.8,,O=CCNC12CC1COC=N2,O=CCN[C@@]12C[C@@H]1COC=N2
1284,2.874,0.2408,-6.4417,6.6825,JANUS-DFT-6.8,,CC1C2COC=NC12F,C[C@@H]1[C@@H]2COC=N[C@]12F
1285,1.40494,1.1591,-5.3946,6.553699999999999,JANUS-DFT-6.8,,CC1=C(C)OC1,CC1=C(C)OC1
1286,1.98758,-0.673,-6.7744,6.1014,JANUS-DFT-6.8,,CC1(C(O)=NCCC=O)COC=N1,C[C@@]1(/C(O)=N/CCC=O)COC=N1
1287,1.03796,0.5575,-6.1911,6.7486,JANUS-DFT-6.8,,CC1=CCCC(C)OC1,CC1=CCC[C@H](C)OC1
1288,2.58495,-0.4831,-6.6388,6.1557,JANUS-DFT-6.8,121511.0,CCOC=NCCC=O,CCO/C=N/CCC=O
1289,1.88278,-0.9861,-6.1181,5.132,JANUS-DFT-6.8,,C#Cc1cn[nH]c1C#C,C#Cc1cn[nH]c1C#C
1290,1.26497,1.1433,-5.2006,6.3439,JANUS-DFT-6.8,,CC1=COCC1,CC1=COCC1
1291,1.52453,1.5403,-6.4296,7.9699,JANUS-DFT-6.8,,CC1OCC12CC2(C)O,C[C@@H]1OC[C@]12C[C@@]2(C)O
1292,3.31116,-1.0874,-7.5431,6.4557,JANUS-DFT-6.8,,C1C2=NC12,[C-]#[N+]C=C
1293,2.52899,0.5769,-5.2655,5.8424000000000005,JANUS-DFT-6.8,,CC1CC12COC=C(N)C2C#N,C[C@H]1C[C@@]12COC=C(N)[C@@H]2C#N
1294,5.53153,0.3617,-6.3228,6.6845,JANUS-DFT-6.8,,CC1C2COC=NC12CC(O)C#N,C[C@@H]1[C@@H]2COC=N[C@]12C[C@H](O)C#N
1295,2.95547,0.4202,-6.483,6.9032,JANUS-DFT-6.8,120173.0,CCCC1C2CC1C2=O,CCC[C@H]1[C@@H]2C[C@H]1C2=O
1296,1.37639,1.1538,-5.5919,6.745699999999999,JANUS-DFT-6.8,,CCCC=COCC,CCC/C=C/OCC
1297,0.29518,2.3315,-6.5514,8.8829,JANUS-DFT-6.8,,CC12CCC1C2,C[C@@]12CC[C@@H]1C2
1298,2.96371,0.418,-6.49,6.908,JANUS-DFT-6.8,17043.0,CCC1C2CC1C2=O,CC[C@H]1[C@@H]2C[C@H]1C2=O
1299,5.4611,0.2871,-6.5155,6.8026,JANUS-DFT-6.8,,N#CCCC12CC1COC=N2,N#CCC[C@@]12C[C@@H]1COC=N2
1300,1.52606,0.6745,-6.6705,7.345,JANUS-DFT-6.8,463.0,CC1COC=N1,C[C@@H]1COC=N1
1301,2.58453,-0.381,-6.7671,6.3861,JANUS-DFT-6.8,,CC12N=CCC1O2,C[C@@]12N=CC[C@@H]1O2
1302,3.28923,-1.0806,-6.22,5.1394,JANUS-DFT-6.8,,CC12N=COCC1C2=O,C[C@]12N=COC[C@H]1C2=O
1303,4.41521,-0.3599,-6.607,6.2471000000000005,JANUS-DFT-6.8,,CC(=O)N(C)C12N=COCC1O2,CC(=O)N(C)[C@]12N=COC[C@H]1O2
1304,0.93372,2.061,-6.2658,8.326799999999999,JANUS-DFT-6.8,,NCC1C2CC12,NC[C@@H]1[C@H]2C[C@@H]12
1305,1.21305,1.133,-5.7144,6.8474,JANUS-DFT-6.8,,CC1CCCC=CO1,C[C@H]1CCCC=CO1
1306,1.80916,0.5466,-6.6565,7.2031,JANUS-DFT-6.8,8078.0,CC12CC(C1)OC=N2,C[C@]12C[C@H](C1)OC=N2
1307,4.29151,-0.4921,-6.2808,5.7887,JANUS-DFT-6.8,,C=CC1C2COC=NC12CC=O,C=C[C@@H]1[C@H]2COC=N[C@@]12CC=O
1308,2.45974,0.6722,-6.3629,7.0351,JANUS-DFT-6.8,,CC1OC=NCC2CC21,C[C@H]1OC=NC[C@@H]2C[C@@H]21
1309,2.08549,0.1265,-6.0186,6.1451,JANUS-DFT-6.8,,CC1C2CCC=NC12,C[C@@H]1[C@H]2CCC=N[C@@H]12
1310,1.72026,2.0262,-5.6833,7.7095,JANUS-DFT-6.8,,NC12CC1O2,N[C@@]12C[C@@H]1O2
1311,2.89468,0.6443,-6.7836,7.4279,JANUS-DFT-6.8,,CC1CN=COC1(C)NC(N)=O,C[C@H]1CN=CO[C@@]1(C)NC(N)=O
1312,0.44782,-0.9186,-6.5002,5.581600000000001,JANUS-DFT-6.8,,CC1C#CCOC=N1,C[C@@H]1C#CCOC=N1
1313,2.28538,-0.2094,-6.5337,6.3243,JANUS-DFT-6.8,,C#CCCCCCC(C)=O,C#CCCCCCC(C)=O
1314,2.21265,0.5548,-6.1323,6.6871,JANUS-DFT-6.8,,C1=NC2CCCC3(CO1)CC23,C1=N[C@H]2CCC[C@]3(CO1)C[C@@H]23
1315,2.20827,0.796,-6.3836,7.179600000000001,JANUS-DFT-6.8,70674.0,CC12CC1CCN=CO2,C[C@]12C[C@H]1CCN=CO2
1316,2.92449,0.1506,-6.4224,6.573,JANUS-DFT-6.8,,CC=CCOC1C2CC1C2=O,C/C=C/CO[C@@H]1[C@@H]2C[C@H]1C2=O
1317,2.60019,0.4097,-6.6271,7.0368,JANUS-DFT-6.8,,CCC1COCN=CO1,CC[C@@H]1COCN=CO1
1318,1.37705,1.2901,-5.5975,6.8876,JANUS-DFT-6.8,,CC=COCC,C/C=C\OCC
1319,2.11136,0.6739,-6.2293,6.9032,JANUS-DFT-6.8,18286.0,CC1C2COC=NC12,C[C@H]1[C@H]2COC=N[C@@H]12
1320,3.96598,-1.0054,-6.702,5.6966,JANUS-DFT-6.8,,COC=NC1=NC1,CO/C=N/C1=NC1
1321,1.58539,0.806,-6.6715,7.4775,JANUS-DFT-6.8,,C=CCCCCO,C=CCCCCO
1322,2.86735,0.83,-6.0093,6.8393,JANUS-DFT-6.8,,CC12N=COCC1C2CCO,C[C@@]12N=COC[C@@H]1[C@@H]2CCO
1323,3.2654,0.971,-6.2318,7.2028,JANUS-DFT-6.8,,CC12CCC(CN=COC1)N2,C[C@@]12CC[C@H](C/N=C\OC1)N2
1324,1.03701,1.9641,-6.6888,8.652899999999999,JANUS-DFT-6.8,6106.0,CC(C)COC(C)C,CC(C)COC(C)C
1325,2.68941,0.4387,-5.9429,6.3816,JANUS-DFT-6.8,,[NH2+]CCC#CC12CC1COC=N2,NCCC#C[C@]12C[C@H]1COC=N2
1326,1.15619,1.3471,-5.6202,6.9673,JANUS-DFT-6.8,,CC1CCC=CO1,C[C@H]1CCC=CO1
1327,1.20401,1.1053,-5.7032,6.8085,JANUS-DFT-6.8,,C1=COCCCC1,C1=COCCCC1
1328,1.08618,0.645,-6.5415,7.1865000000000006,JANUS-DFT-6.8,,CC1C=CCCO1,C[C@@H]1C=CCCO1
1329,1.57391,2.4307,-8.6857,11.1164,JANUS-DFT-6.8,,CCF,CCF
1330,3.92344,0.0574,-6.8508,6.9082,JANUS-DFT-6.8,121762.0,COCC(=O)OCCO,COCC(=O)OCCO
1331,3.63329,0.3613,-4.8935,5.2548,JANUS-DFT-6.8,,CC=CN=CN(C)C1C2CC21,C/C=C/N=C/N(C)[C@@H]1[C@@H]2C[C@@H]21
1332,1.34461,1.5853,-5.5475,7.1328000000000005,JANUS-DFT-6.8,,CC=CONCCC,C/C=C/ONCCC
1333,3.01097,0.0496,-6.3664,6.416,JANUS-DFT-6.8,,CC12CN=CC(O)C1C2,C[C@@]12CN=C[C@H](O)[C@@H]1C2
1334,1.77568,0.4263,-6.0469,6.4732,JANUS-DFT-6.8,,CCC12N=COCC1N2C,CC[C@]12N=COC[C@H]1N2C
1335,1.53735,-0.2333,-6.5264,6.2931,JANUS-DFT-6.8,,CC=C1C2N=COC12,C/C=C1\[C@H]2N=CO[C@@H]12
1336,0.48367,2.1597,-6.018,8.1777,JANUS-DFT-6.8,,CCON1CCC1C,CCON1CC[C@@H]1C
1337,1.66577,0.7254,-5.5875,6.312900000000001,JANUS-DFT-6.8,,C=CCCC=COCC,C=CCC/C=C/OCC
1338,1.07408,0.3853,-6.345,6.7303,JANUS-DFT-6.8,,CCC(C)=CCOC,CC/C(C)=C/COC
1339,1.95277,0.138,-6.6662,6.8042,JANUS-DFT-6.8,,C=C1CN=COC1,C=C1CN=COC1
1340,1.11471,-1.492,-5.6325,4.1405,JANUS-DFT-6.8,,C1=C2CC2O1,C1=C2C[C@@H]2O1
1341,1.74738,1.3456,-6.373,7.7186,JANUS-DFT-6.8,,C#CCC(N)CCCOC,C#CC[C@H](N)CCCOC
1342,1.61684,0.6751,-6.678,7.353099999999999,JANUS-DFT-6.8,,C1=NCCO1,C1=NCCO1
1343,1.42896,-0.3471,-6.6631,6.316,JANUS-DFT-6.8,,C=C1C2N=COC12,C=C1[C@H]2OC=N[C@@H]12
1344,1.7607,0.2213,-5.8931,6.1144,JANUS-DFT-6.8,,C1=NC23CC2C3CO1,C1=N[C@@]23C[C@@H]2[C@H]3CO1
1345,2.91167,-0.6443,-6.2662,5.6219,JANUS-DFT-6.8,,CC12N=COCC1C2CCC=O,C[C@]12N=COC[C@H]1[C@@H]2CCC=O
1346,2.17975,0.0005,-6.2551,6.255599999999999,JANUS-DFT-6.8,109352.0,CCC1=CCOC=NC1,CCC1=CCOC=NC1
1347,2.53743,-0.4651,-6.644,6.1789000000000005,JANUS-DFT-6.8,5978.0,CCCC(C)(C)C=O,CCCC(C)(C)C=O
1348,3.54178,-0.38,-6.561,6.181,JANUS-DFT-6.8,52336.0,O=CCCN=C1CCO1,O=CCC/N=C1/CCO1
1349,1.97258,0.5893,-6.2154,6.8047,JANUS-DFT-6.8,12805.0,CC12CC1COC=N2,C[C@]12C[C@H]1COC=N2
1350,0.34432,0.6556,-6.7484,7.404,JANUS-DFT-6.8,,C=CCCCCCC,C=CCCCCCC
1351,3.5177,0.1161,-6.403,6.5191,JANUS-DFT-6.8,,CCC(C)C(O)=NN(C)C=O,CC[C@H](C)/C(O)=N/N(C)C=O
1352,0.51306,0.857,-6.3263,7.1833,JANUS-DFT-6.8,,C=C=C(C)CCCCC,C=C=C(C)CCCCC
1353,6.72924,-0.6524,-6.3877,5.7353,JANUS-DFT-6.8,5286.0,NC(=O)c1ncc[nH]1,NC(=O)c1ncc[nH]1
1354,3.85038,-1.4698,-7.8127,6.3429,JANUS-DFT-6.8,,C1=CCN=1,C=CC#N
1355,1.51201,0.0237,-6.2256,6.2493,JANUS-DFT-6.8,,CC1CC=COC=N1,C[C@H]1CC=COC=N1
1356,1.81479,-0.3151,-5.6893,5.3742,JANUS-DFT-6.8,,CC=C1N=COCC1C,C/C=C1\N=COC[C@@H]1C
1357,4.2804,-0.1648,-6.4366,6.271800000000001,JANUS-DFT-6.8,,CC1C2COC=NC12C(O)C#N,C[C@@H]1[C@H]2COC=N[C@]12[C@@H](O)C#N
1358,1.10099,1.0262,-5.7201,6.746300000000001,JANUS-DFT-6.8,,CC1=CCO1,CC1=CCO1
1359,5.85908,-0.642,-6.554,5.912,JANUS-DFT-6.8,,NC(=O)NCCCCC=O,NC(=O)NCCCCC=O
1360,0.77592,0.0345,-5.8021,5.836600000000001,JANUS-DFT-6.8,,CCC1C2C3OC=NC132,CC[C@H]1[C@H]2[C@@H]3OC=N[C@@]213
1361,1.24018,1.2695,-5.4443,6.7138,JANUS-DFT-6.8,,CC1=COCCC1,CC1=COCCC1
1362,1.70226,0.3476,-6.0814,6.429,JANUS-DFT-6.8,,CC1CC(N)(C(N)=O)N=CO1,C[C@H]1C[C@](N)(C(N)=O)N=CO1
1363,2.11655,-0.488,-6.6353,6.1473,JANUS-DFT-6.8,,C=NC1COC=NC1(C)C,C=N[C@H]1COC=NC1(C)C
1364,1.63102,2.3192,-6.1715,8.4907,JANUS-DFT-6.8,479.0,CC12CC1CO2,C[C@]12C[C@H]1CO2
1365,0.35566,0.7391,-6.7459,7.484999999999999,JANUS-DFT-6.8,,C=CCCC,C=CCCC
1366,2.59029,0.1388,-6.7127,6.8515,JANUS-DFT-6.8,,CC12N=COCC1O2,C[C@]12N=COC[C@H]1O2
1367,0.89535,1.0252,-5.5094,6.5346,JANUS-DFT-6.8,,CC12CC1C=CO2,C[C@@]12C[C@@H]1C=CO2
1368,3.70792,-1.4494,-7.3034,5.854,JANUS-DFT-6.8,,N#CC(O)C(=O)NC=O,N#C[C@@H](O)C(=O)NC=O
1369,1.82774,0.1421,-6.624,6.7661,JANUS-DFT-6.8,,CN=COC12CC(C1)OC=N2,C/N=C/O[C@]12C[C@H](C1)OC=N2
1370,1.7039,0.6327,-5.8991,6.5318,JANUS-DFT-6.8,,CC12CCOC=CC1CN=CO2,C[C@]12CCOC=C[C@@H]1CN=CO2
1371,2.31841,-1.2263,-6.4213,5.194999999999999,JANUS-DFT-6.8,,Cc1noccc1=N,[H]/N=c1\cconc1C
1372,0.40483,-0.2248,-5.7164,5.4916,JANUS-DFT-6.8,,C1=CCC=C1,C1=CCC=C1
1373,0.85964,0.4672,-6.646,7.1132,JANUS-DFT-6.8,,CCCC=CCOCC,CCC/C=C/COCC
1374,0.95025,1.1169,-5.6329,6.7498000000000005,JANUS-DFT-6.8,,CC=COCCC,C/C=C/OCCC
1375,0.20374,0.7178,-6.0401,6.757899999999999,JANUS-DFT-6.8,,C1=CC2CC2C1,C1=C[C@H]2C[C@H]2C1
1376,2.0571,-0.0327,-5.7655,5.7328,JANUS-DFT-6.8,,CC1C2=NCCCC21C,C[C@@H]1C2=NCCC[C@@]21C
1377,1.97897,0.6779,-6.6012,7.279100000000001,JANUS-DFT-6.8,116035.0,CCC1COC=NC1C,CC[C@H]1COC=N[C@H]1C
1378,2.58627,0.2241,-6.9242,7.1483,JANUS-DFT-6.8,,CCCC1=NC1,CCCC1=NC1
1379,2.68071,-1.0342,-7.0534,6.0192,JANUS-DFT-6.8,,CCc1nnoc1CO,CCc1nnoc1CO
1380,2.33336,-0.3803,-6.4009,6.0206,JANUS-DFT-6.8,,C1=NC2CC12,C1=N[C@@H]2C[C@H]12
1381,4.35087,-0.0545,-5.3078,5.2533,JANUS-DFT-6.8,,C#CC=CNCCC#N,C#C/C=C\NCCC#N
1382,1.54942,0.3016,-5.9501,6.2517,JANUS-DFT-6.8,,CC1C2COC=NC12O,C[C@@H]1[C@H]2COC=N[C@@]12O
1383,1.07869,1.8365,-6.2132,8.0497,JANUS-DFT-6.8,,CC(N)C1CC1C,C[C@H](N)[C@H]1C[C@H]1C
1384,3.50714,-1.1692,-6.4582,5.289,JANUS-DFT-6.8,,COC=CC=O,CO/C=C/C=O
1385,0.33675,0.8377,-6.2317,7.0694,JANUS-DFT-6.8,,CCC1=CC(C)C1,CCC1=C[C@@H](C)C1
1386,2.34165,-0.5886,-6.6438,6.055199999999999,JANUS-DFT-6.8,,CC(C=O)CC1C=CC1,C[C@H](C=O)C[C@@H]1C=CC1
1387,1.78247,0.6791,-6.4904,7.1695,JANUS-DFT-6.8,,CCCC1COCN=CO1,CCC[C@@H]1COCN=CO1
1388,3.27292,-0.7396,-5.4615,4.7219,JANUS-DFT-6.8,,CC12CCCN=NC1C2,C[C@@]12CCCN=N[C@@H]1C2
1389,3.61872,-0.6552,-6.0482,5.393,JANUS-DFT-6.8,,O=C1C2C3N1C=CC23O,O=C1[C@H]2[C@H]3N1C=C[C@@]23O
1390,3.09029,1.3876,-6.5119,7.8995,JANUS-DFT-6.8,,C#CC(C)(CC)CNC(N)=O,C#C[C@](C)(CC)CNC(N)=O
1391,1.41559,0.4835,-6.6958,7.1793000000000005,JANUS-DFT-6.8,,OC12CCOCC(C1)OC=N2,O[C@]12CCOC[C@H](C1)OC=N2
1392,1.40418,-0.8545,-6.5094,5.6549000000000005,JANUS-DFT-6.8,117458.0,CCNC(=O)NCC=O,CCNC(=O)NCC=O
1393,2.02701,-0.1535,-6.3839,6.2304,JANUS-DFT-6.8,12523.0,CC1C=CCOC=N1,C[C@H]1C=CCOC=N1
1394,0.81428,2.1593,-5.6438,7.8031,JANUS-DFT-6.8,,CCCCNCC,CCCCNCC
1395,2.43312,-0.0625,-5.7465,5.684,JANUS-DFT-6.8,,OCC1C2CCC=NC12,OC[C@@H]1[C@H]2CCC=N[C@H]12
1396,1.19373,0.7926,-6.3028,7.095400000000001,JANUS-DFT-6.8,,CC1=CCCOC1C,CC1=CCCO[C@H]1C
1397,2.11549,0.5147,-6.4576,6.972300000000001,JANUS-DFT-6.8,12550.0,CC1CCCOC=N1,C[C@H]1CCCOC=N1
1398,2.07615,0.0934,-6.0792,6.1726,JANUS-DFT-6.8,,C1=NC2CC2CC1,C1=N[C@@H]2C[C@@H]2CC1
1399,1.87834,0.6496,-6.4696,7.119199999999999,JANUS-DFT-6.8,73252.0,CC12CCC1COC=N2,C[C@@]12CC[C@@H]1COC=N2
1400,1.70855,0.2463,-5.6257,5.872,JANUS-DFT-6.8,,CC1CC2=C1CO2,C[C@H]1CC2=C1CO2
1401,1.83751,2.2679,-5.9837,8.2516,JANUS-DFT-6.8,,NCC1CC2CN1C2,NC[C@@H]1CC2CN1C2
1402,2.28544,0.6858,-6.4296,7.115399999999999,JANUS-DFT-6.8,,C1=NC2CC3C4CCC2C3(C4)O1,C1=N[C@@H]2C[C@H]3[C@H]4CC[C@@H]2[C@@]3(C4)O1
1403,0.86504,1.2911,-4.9931,6.2842,JANUS-DFT-6.8,,CC1=C(C)OCC1,CC1=C(C)OCC1
1404,2.10195,0.1563,-6.2913,6.4476,JANUS-DFT-6.8,,C1=NCCCC1,C1=NCCCC1
1405,2.61186,0.0171,-6.9985,7.0156,JANUS-DFT-6.8,,CC1=NC1,CC1=NC1
1406,2.18296,0.7279,-6.4558,7.1837,JANUS-DFT-6.8,14711.0,CCCN=COCC,CCC/N=C\OCC
1407,4.3257,-0.8354,-7.1384,6.303,JANUS-DFT-6.8,,O=C=NCCCC=O,O=C=NCCCC=O
1408,2.00504,0.6707,-6.1113,6.782,JANUS-DFT-6.8,,CCC1C2COC=NC12C,CC[C@H]1[C@@H]2COC=N[C@]12C
1409,1.24233,1.0617,-5.8,6.8617,JANUS-DFT-6.8,,CC1CC=COCC1,C[C@H]1CC=COCC1
1410,3.29118,0.9731,-5.9158,6.8889,JANUS-DFT-6.8,126559.0,CCCc1n[nH]c(N)n1,CCCc1n[nH]c(N)n1
1411,1.38242,0.5006,-6.4194,6.920000000000001,JANUS-DFT-6.8,12875.0,CC1C2OC=NC12C,C[C@@H]1[C@@H]2OC=N[C@]12C
1412,1.30517,1.8113,-6.7974,8.608699999999999,JANUS-DFT-6.8,59334.0,CC(C)C1CC(C)(O)C1,CC(C)[C@H]1C[C@](C)(O)C1
1413,1.28759,1.092,-5.4105,6.5025,JANUS-DFT-6.8,,CNCCCC=COC,CNCCC/C=C\OC
1414,1.6273,2.174,-6.6017,8.7757,JANUS-DFT-6.8,12885.0,CC1C2COCC12C,C[C@@H]1[C@H]2COC[C@@]12C
1415,2.90127,1.7804,-6.1933,7.9737,JANUS-DFT-6.8,,CCCC1COC1N1CC1,CCC[C@@H]1CO[C@H]1N1CC1
1416,2.16787,0.6901,-6.4741,7.1642,JANUS-DFT-6.8,,C1=NCC2CC2CO1,C1=NC[C@H]2C[C@H]2CO1
1417,2.33635,0.0467,-6.6745,6.7212000000000005,JANUS-DFT-6.8,,CC1(C)C=NC1,CC1(C)C=NC1
1418,3.01066,-0.6814,-6.3648,5.6834,JANUS-DFT-6.8,,CC12N=COCC1C2CC=O,C[C@@]12N=COC[C@@H]1[C@H]2CC=O
1419,2.16472,2.0118,-6.2191,8.2309,JANUS-DFT-6.8,,NC12COCC1C2,N[C@@]12COC[C@@H]1C2
1420,4.47762,-1.0656,-7.2006,6.135,JANUS-DFT-9.3,,CC(O)CC(C)C=CC#N,C[C@@H](O)C[C@@H](C)/C=C/C#N
1421,2.90944,1.9321,-7.153,9.0851,JANUS-DFT-9.3,596.0,OCCC1CO1,OCC[C@@H]1CO1
1422,0.0,2.4404,-9.1463,11.5867,JANUS-DFT-9.3,7.0,CC,CC
1423,3.53809,-0.7074,-6.6776,5.9702,JANUS-DFT-9.3,50783.0,O=CCC#CCC1CO1,O=CCC#CC[C@@H]1CO1
1424,0.10636,2.3188,-7.3182,9.637,JANUS-DFT-9.3,588.0,CCCC1CC1,CCCC1CC1
1425,2.66459,-0.5846,-6.7057,6.1211,JANUS-DFT-9.3,6290.0,CC(C)CC(C)C=O,CC(C)C[C@H](C)C=O
1426,1.86317,2.0435,-6.8457,8.889199999999999,JANUS-DFT-9.3,,CCCCCOCOC,CCCCCOCOC
1427,3.39562,-1.9674,-6.9869,5.019500000000001,JANUS-DFT-9.3,49200.0,O=CC1=NC2CCC2O1,O=CC1=N[C@@H]2CC[C@@H]2O1
1428,4.40647,0.6449,-7.0839,7.7288,JANUS-DFT-9.3,6276.0,CC(C)CC(N)C#N,CC(C)C[C@@H](N)C#N
1429,1.37665,1.8876,-6.9916,8.8792,JANUS-DFT-9.3,1999.0,CC(O)CC1CC1,C[C@@H](O)CC1CC1
1430,1.39079,1.8621,-7.1167,8.9788,JANUS-DFT-9.3,84.0,CCC(C)O,CC[C@H](C)O
1431,1.72047,2.1903,-7.1008,9.2911,JANUS-DFT-9.3,1996.0,CC(C)CC1CO1,CC(C)C[C@@H]1CO1
1432,1.42356,2.0348,-7.3995,9.4343,JANUS-DFT-9.3,,OC1CO1,O[C@H]1CO1
1433,0.07605,1.9635,-8.1386,10.1021,JANUS-DFT-9.3,2720.0,CCCCCCC,CCCCCCC
1434,2.01575,0.2713,-7.539,7.8103,JANUS-DFT-9.3,6715.0,CC(C)CCOC=O,CC(C)CCOC=O
1435,0.32906,0.588,-6.7248,7.3128,JANUS-DFT-9.3,,C=CC,C=CC
1436,3.96984,0.9589,-8.5312,9.4901,JANUS-DFT-9.3,251.0,CC(C)CC#N,CC(C)CC#N
1437,1.12863,2.299,-6.8307,9.1297,JANUS-DFT-9.3,15.0,COC,COC
1438,2.08936,0.3809,-6.6368,7.0177,JANUS-DFT-9.3,,C#CC(O)c1cc[nH]n1,C#C[C@H](O)c1cc[nH]n1
1439,1.25831,2.0731,-7.2755,9.3486,JANUS-DFT-9.3,,CC(C)COC1CO1,CC(C)CO[C@@H]1CO1
1440,1.87981,2.235,-6.8833,9.1183,JANUS-DFT-9.3,677.0,C1CC2OC2C1,C1C[C@@H]2O[C@@H]2C1
1441,0.83305,0.1835,-7.2963,7.479799999999999,JANUS-DFT-9.3,61880.0,CC(CC1CO1)OC=O,C[C@@H](C[C@H]1CO1)OC=O
1442,1.45118,2.121,-6.5035,8.6245,JANUS-DFT-9.3,18595.0,CC1CC2OCCC12,C[C@H]1C[C@@H]2OCC[C@@H]21
1443,2.08682,1.8532,-6.2224,8.0756,JANUS-DFT-9.3,,C1CC1C1C2CN1C2C1CO1,C1CC1[C@@H]1[C@H]2CN1[C@@H]2[C@H]1CO1
1444,2.62133,2.1798,-6.937,9.1168,JANUS-DFT-9.3,,CCCCCOC1CO1,CCCCCO[C@H]1CO1
1445,2.70312,1.2997,-5.2143,6.513999999999999,JANUS-DFT-9.3,,C=CNC1C(O)C1OC,C=CN[C@@H]1[C@@H](O)[C@H]1OC
